premise,hypothesis,label
"Thượng tá Trần Đình An, Trưởng Công an quận Lê Chân, cho biết Cơ quan Cảnh sát điều tra đang tạm giữ 3 nghi phạm để điều tra vụ án mạng khiến Nguyễn Tiến Tuấn (16 tuổi, trú quận Ngô Quyền) và Nguyễn Đình Đăng Khoa (19 tuổi, trú quận Hải An) chết sáng 15/5.","Nghi phạm vụ án mạng Nguyễn Đình Đăng Khoa (19 tuổi, trú quận Hải An) chết sáng 15/5.",2
"Sinh năm 2001 tại Mỹ trong gia đình có bố mẹ là diễn viên, Billie Eilish gây chú ý với album đầu tay When We All Fall Asleep, Where Do We Go?",Billie Eilish có bố mẹ là người ngoài ngành.,2
"Tổng cục Đường bộ Việt Nam cho phép nhà đầu tư thu phí trạm BOT Đông Hưng, tỉnh Thái Bình, để hoàn vốn cho tuyến tránh thị trấn từ ngày 1/6.",Tổng cục Đường bộ Việt Nam là tổ chức thuộc chính quyền Mĩ.,2
"Lính cứu hỏa sau đó đến nơi, cùng một số người giữ bé an toàn trong lúc nới rộng thanh chắn cửa chống trộm.",Lính cứu hỏa sau đó phải di chuyển tới tòa nhà bị cháy bên cạnh.,1
Tàu vũ trụ Thiên Vấn 1 của Trung Quốc đã quay quanh sao Hỏa từ tháng hai và gửi một phương tiện hạ cánh mang theo tàu thăm dò lên bề mặt hành tinh này hôm nay.,Tàu vũ trụ Thiên Vấn 1 đã qoay quanh sao Hỏa được hai tháng.,1
"Được cha mẹ đầu tư 20.000 Rs (khoảng 6 triệu đồng), Amar cùng 4 nhân công làm việc tại nhà từ tháng 10/2020.",4 nguời làm được thuê là con số tối đa cho 200000 Rs được đầu tư.,1
"Chuyên mục Ăn và Chơi cung cấp thông tin về điểm đến, kinh nghiệm du lịch cũng như các khuyến mại hot theo mùa.",Hoạt động chia sẻ kinh nghiệm du lịch nằm trong khuôn khổ của chuyên mục Ăn và Chơi.,0
"Trong thông báo hôm 29/3, Apple cho biết sẽ mở rộng chương trình Nhà sửa chữa độc lập (Independent Repair Provider - IRP) ra toàn cầu.","Vào ngày 29/3, chương trình Nhà sửa chữa máy tính sẽ mở rộng ra toàn cầu.",0
"Thắng set đầu 6-3, Shapovalov càng đánh càng hưng phấn và thắng liền ba game đầu set hai.",Shapovalov càng đánh càng hưng phấn và thắng liền ba set đầu.,1
"""Tôm hùm pha lê"" mắc hội chứng sắc tố leucism khiến con vật trông nhợt nhạt hơn so với đồng loại.",Tôm hùm pha lê trông nhợt nhạt hơn so với loài tôm khác bởi vì do ảnh hưởng của khí hậu.,1
"Tòa cao ốc tọa lạc tại vị trí đẹp bậc nhất thành phố khi nằm bên bờ sông Sài Gòn, góc đường Tôn Đức Thắng và Nguyễn Hữu Cảnh, kết nối trực tiếp với ga Metro Ba Son.",Toà cao ốc nằm ở đường Nguyễn Hữu Cảnh.,2
"Có được con số này một phần cũng nhờ giải pháp kỹ thuật từ HoSE, giúp tăng năng lực xử lý tạm thời của hệ thống.",HoSE là giải pháp cho vấn đề bị giảm năng lực xử lý tạm thời của hệ thống.,1
"TS Trần Đình Lý, Phó hiệu trưởng Đại học Nông lâm TP HCM, cho biết trường vốn có Phân hiệu Đại học Nông lâm tại Ninh Thuận thành lập 11 năm trước.",Đại học Nông lâm TP HCM chỉ có 1 cơ sở duy nhất tại Ninh Thuận.,2
Từng bước chạy của runner là những đóng góp nhỏ bé vào nỗ lực chung hỗ trợ người dân.,Người chơi sẽ được mang máy tính số bước chân.,1
"Sau sinh nhật của McKay mùa thu năm ngoái, cả gia đình đi mua gỗ và dành 4 tuần để dựng một ngôi nhà gỗ nhỏ, kết hợp với các vật liệu cách nhiệt để giữ ấm.","Sau sinh nhật của cha McKay, cả gia đình mua gỗ và dành 3 tuần để dựng một ngôi nhà gỗ nhỏ có vật liệu cách nhiệt giúp giữ ấm.",2
"Cụ thể, ở bản gốc, sách được in với khổ lớn hơn - 18x23 cm, còn bản lậu in khổ 14x21 cm.",Khổ say có thể dùng để phân biệt sách gốc và sách lậu.,2
Đạo diễn Trương Nghệ Mưu nói tiêu chuẩn cơ bản của ông khi tìm diễn viên là không phẫu thuật thẩm mỹ.,Trương Nghệ Mưu là người làm trong lĩnh vực nghệ thuật.,0
"Cuối tháng 3, Tùng vượt biên sang Lào tìm cơ hội việc làm, tối 22/4 nhập cảnh trái phép trở lại Việt Nam.",Tùng có được giúp đở để có thể dễ dàng duy chuyển qua lại 2 nước.,1
"Tối 1/4, Bộ Giáo dục và Đào tạo đã phản hồi trước đề xuất của Bộ Văn hóa Thể thao và Du lịch về việc cấp bằng cho 273 học viên Học viện Múa Việt Nam nhập học từ năm 2012 đến 2016.","1/4, Bộ giáo dục và Đào tạo đã phản hồi trước đề xuất của Bộ Văn hoá Thể thao và Du lịch về việc cấp bằng cho 273 học viên Học viện Múa Việt Nam nhập học từ tháng 1 năm 2012 đến tháng 12 2016.",1
"Một người thân của cô dâu cho biết, gia đình chú rể đã giấu giếm chuyện học hành của anh này.","Trình độ học vấn của chú rễ đạt tới mức giáo sư, rất giỏi.",1
"HCDC sáng 27/5 ghi nhận ba trường hợp nghi nhiễm đêm qua, chung Hội thánh Truyền giáo Phục hưng, kết quả xét nghiệm khẳng định dương tính nCoV.","HCDC sáng 27/5 ghi nhận tất cả thành viên Hội thánh Truyền giáo Phục hưng, kết quả xét nghiệm khẳng định dương tính nCoV.",2
"Dưới đây là lịch học của các tỉnh, thành (dấu [-] đồng nghĩa với việc đi học bình thường).","Bộ đưa công văn đến các trường thuộc tỉnh, thành bên dưới.",1
"Đến cuối tháng 4, tổng số tài khoản chứng khoán của nhà đầu tư trong nước đạt hơn 3,1 triệu tài khoản, trong đó hơn 11.700 tài khoản của nhà đầu tư tổ chức trong nước, còn lại là nhà đầu tư cá nhân.",Có khoảng 11.700 tài khoản tạo ra trong tháng 4 là các nhà đầu tư vào chứng khoán.,1
"Trong khi đó, Guardiola vào chung kết Champions League lần đầu từ năm 2011, thời điểm ông đăng quang lần thứ hai với Barca.",Trước năm 2011 Guardiola chưa lần nào qua được bán kết Champions League.,0
"Trong khi Klopp thông cảm cho cầu thủ, cựu HLV Graeme Souness khó chịu về hành động của Mane.",Cựu HLV Graeme Souness khó chịu về hành động của Mane khi anh đang ăn 1 cách thô bạo.,1
"Theo ""Sách trắng của Ngân hàng di chúc Trung Quốc 2020"" công bố tháng trước, người lập di chúc trẻ nhất Trung Quốc là 17 tuổi.",Chưa có người nào nhỏ hơn 17 tuổi lập di chúc vào năm 2020.,0
"Dự án 1A đi qua TP HCM và Đồng Nai (dài 8,7 km) tổng mức đầu tư 7.576 tỷ đồng được tài trợ từ vốn ODA của Hàn Quốc.","Vốn ODA của Hàn Quốc đã tài trợ toàn bộ 7.576 tỷ đồng đầu tư cho dự án 1A đi qua TP HCM và tỉnh Đồng Nai dài 8,7km.",0
"Trong một hồ sơ gửi lên Ủy ban Chứng khoán và Giao dịch Mỹ (SEC) hôm 15/3, Elon Musk có chức danh mới là ""Technoking of Tesla"" (Vua công nghệ của Tesla), còn Giám đốc Tài chính Zach Kirkhorn sẽ là ""Master of Coin"" (Bậc thầy tiền ảo).","Trong hồ sơ gửi lên SEC ngày 15/3, Elon Musk có chức danh mới là ""Technoking of Tesla"" và ""Master of Coin"".",2
"Theo đó, trẻ mầm non toàn tỉnh tiếp tục nghỉ học đến hết tháng 3.",Các cấp trên mầm non đều đi học bình thường.,1
"Ngày 22/5, Ban chỉ đạo Phòng chống dịch bệnh Covid-19 TP Hải Phòng cho biết kết quả xét nghiệm huyết thanh học do Viện Vệ sinh Dịch tễ Trung ương thực hiện.",Ban chỉ đạo Phòng chống bệnh Covid-19 cho biết kết quả xét nghiệm huyết thanh học do Viện Vệ sinh Dịch tễ Trung ương thực hiện.,1
"Ông Nguyễn Mạnh Tường, CEO và đồng sáng lập Ví MoMo, nhận định: ""Cảm nhận đầu tiên khi lựa chọn Top 20 là chúng ta đang có rất nhiều bạn giỏi và trẻ, đây là tín hiệu đáng mừng.",Qua cuộc thi ta thấy được nhiều người tài của Việt Nam.,0
"Sự việc được báo lên cảnh sát và nghi phạm Santosh Ahirwar, 40 tuổi, đã bị bắt.",Cảnh sát bắt giữ Santosh Ahirwar sau khi sự việc được trình báo.,0
"Israel cho rằng việc siêu mẫu Bella Hadid tham gia biểu tình ủng hộ người Palestine ở New York là hành động ""ủng hộ xóa sổ nhà nước Do Thái"".",Cuộc biểu tình ửng hộ người Palestine ở New York đã có đông đảo người dân tham gia hưởng ứng.,1
Man City thắng năm và hòa một vòng bảng Champions League mùa này.,"Vòng bảng Champions League mùa này sẽ gồm 6 lượt trận, mỗi lượt trận có 12 trận đấu, cả vòng bảng có 96 trận đấu.",1
Nhiều độc giả tìm ra đáp số đúng trùng với số chỉ của năm thi là 2019 nhưng chỉ một người tìm được cách giải bằng kiến thức lớp 5.,Hầu hết đáp án được giải bằng kiến thức cao hơn bậc tiểu học.,1
"HLV Jurgen Klinsmann - từng dẫn dắt tuyển Đức ở World Cup 2006 - cho rằng Guardiola sẵn sàng thay đổi triết lý của ông, trong đó có việc Man City không dùng tiền đạo thực thụ thời gian qua.","Tiền đạo trong bóng đá là cầu thủ chơi ở vị trí phía sau hàng tiền vệ và có nhiệm vụ hỗ trợ cho thủ môn, ngăn cản đối phương ghi bàn thắng.",1
Các nhà kinh tế học cho rằng GDP Ấn Độ sẽ co lại trong quý II do số ca nhiễm Covid-19 liên tiếp lập đỉnh.,Các nhà kinh tế học cho rằng GDP Ấn Độ sẽ co lại sau khi liên tiếp lập đỉnh trong quý II.,2
"Diễn viên The Rock hát tặng cô bé bốn tuổi Indy Llew Jones, đang chiến đấu với hội chứng Down và bệnh ung thư.","Diễn viên The Rock hát tặng thiếu nữ Indy Llew Jones, đang chiến đấu với hội chứng Down và bệnh ung thư.",2
"Trong cuộc phỏng vấn đăng trên Harper's Bazaar tháng ba, diễn viên cho biết càng lớn tuổi, cô càng thận trọng khi chọn kịch bản nhằm đáp ứng sự kỳ vọng của giới chuyên môn lẫn người hâm mộ.",Nữ diễn viên có xu hướng chọn các bộ kén mắt nhìn.,1
"""Tôi biết Joe Biden khá lâu rồi, và ông ấy có năng lượng của Donald Trump hay không thì chúng ta đều biết"", lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn hôm 14/5.",Lãnh đạo phe Cộng hòa tại Hạ viện Kevin McCarthy trả lời phỏng vấn hôm 14/5 cho rằng năng lực của Joe Biden thì ai cũng đều biết.,2
"Bé trai 12 tuổi, đau bìu hai ngày nhưng giấu bố mẹ, khi đến viện phát hiện tinh hoàn xoắn đã hoại tử, buộc phải cắt bỏ một bên.",Bé trai đạt 12 tuổi thì có thể đang học lớp 7.,1
Số mẫu máu đầu tiên được thu thập từ bệnh nhân vào tháng 3 và tháng 4/2020.,Bệnh nhân được xét nghiệm máu trong tháng cuối quý I và tháng đầu quý II.,0
"Những du khách đang tham gia tour du thuyền trên sông Adelaide, Lãnh thổ phía bắc Australia đã bắt gặp cảnh tượng bất ngờ.",Mọi chuyện đã nằm trong tay kiểm soát của các du khách khi đang trên sông Adelaide.,2
"""Phát huy truyền thống đoàn kết, tinh thần tương thân, tương ái của dân tộc, các tổ chức, doanh nghiệp, tập thể, cá nhân, đồng bào ta ở trong nước và nước ngoài... tiếp tục chung tay góp sức, ủng hộ vật chất và tinh thần để hỗ trợ cho công tác phòng, chống dịch bệnh"", ông nói và cho biết, các nguồn lực huy động được sẽ tập trung hỗ trợ kinh phí mua vaccine, máy thở và trang thiết bị y tế; hỗ trợ cho các khu cách ly, điều trị bệnh nhân nặng; động viên lực lượng tuyến đầu phòng, chống dịch bệnh.",Các nguồn lực sẽ hỗ trợ kinh phí vaccine.,1
"Trong hồ sơ hẹn hò đăng lên mạng, Zhang giới thiệu mình đã hoàn thành chương trình cử nhân và thạc sĩ tại Đại học Thanh Hoa - một trong những đại học danh giá nhất Trung Quốc.",Zhang hẹn hò tại đại học Thanh Hoa.,2
Những mục tiêu lộ diện hôm qua sẽ đảm nhận chức đội trưởng khi PGL hoạt động.,Đội trưởng là mục tiêu lộ diện của PGL ngày hôm qua.,2
"Hệ điều hành iOS có thể được trang bị hệ thống ổn định hình ảnh mới, cho phép giữ nét vào chủ thể trong video.","Trong lúc chụp ảnh và quay phim, hệ điều hành iOS có thể nhận dạng, làm sắc nét những người xuất hiện trong khung hình.",1
Trang chủ PSG xác nhận tiền đạo Neymar gia hạn hợp đồng với CLB đến tháng 6/2025.,Tiền đạo Neymar gia hạn hợp đồng với CLB PSG đến năm 2025.,2
"Một con trăn quý hiếm được phát hiện nằm trên cây bàng trong sân trường THPT Nguyễn Trãi, TP Hội An.",Trăn quý hiếm chỉ được phát hiện ở Hội An.,1
"Bé gái 6 tuổi ở Sóc Trăng ngã đập mặt vào cầu khỉ hơn một tháng trước, khối sưng lớn vùng má phải gây biến dạng mặt, khó há miệng.",Bé gái 6 tuổi đập mặt phải vào cầu dẫn đến khối sưng lớn ở vùng má phải.,1
Nhiều độc giả tìm ra đáp số đúng trùng với số chỉ của năm thi là 2019 nhưng chỉ một người tìm được cách giải bằng kiến thức lớp 5.,2019 là đáp số của bài toán trong cuộc thi kiến thức lớp 5.,1
"Bác sĩ Đinh Thị Như Thảo, Khoa Răng Hàm Mặt, Bệnh viện Nhi đồng 1 (TP HCM), ngày 22/5, cho biết bé đến viện khám sau khi chữa nhiều nơi không khỏi.","Bác sĩ Đinh Thị Như Thảo là người trực tiếp tiếp nhận bé khi phụ huynh đưa bé đến bệnh viện Nhi đồng 1 (TP HCM), ngày 22/5.",1
"Trước đó, ngày 22/5, học sinh này đến bệnh viện Vinmec làm xét nghiệm dịch vụ cho kết quả dương tính.",Bạn học sinh đã làm xét nghiệm tại một đơn vị sự nghiệp ngoài công lập.,0
"Bên ngoài ngôi nhà 3 tầng xây kiên cố của ông Phú (59 tuổi, xóm 7, xã Nghi Kim), nhiều cảnh sát tìm cách tiếp cận, đồng thời dùng loa kêu gọi chủ nhà đầu hàng.",Cảnh sát đã dùng loa bảo ông Phú hãy ở yên trong nhà.,2
"Tối 26/4, Trương Hằng, bạn trai cũ của diễn viên Trịnh Sảng, đăng trên Weibo các bằng chứng về thu nhập của cô khi đóng phim truyền hình Thiện nữ u hồn năm 2019.",Trịnh Sảng công bố bằng chứng về thu nhập của cô khi đóng phim truyền hình Thiện nữ u hồn năm 2019.,2
